brand,engine_type,gearbox,mileage,model,price,url,year
peugeot,essence,automatique,221175,308,10234,"/Voiture/Peugeot-308-SW-1.5-BlueHDi-Netto-Export-8.600/vhc:car,pgn:3,pgs:10,dmg:false/pg:vipcar/381948239.html",2019
audi,essence,manuelle,218000,a4,2850,"/Voiture/Audi-Audi-A4-B6-1,8T-Lpg/vhc:car,pgn:3,pgs:10,dmg:false/pg:vipcar/384525426.html",2004
ford,essence,manuelle,133500,ranger,32500,"/Voiture/Ford-Ford-Ranger-Wildtrak/vhc:car,pgn:3,pgs:10,dmg:false/pg:vipcar/384525425.html",2020
ford,essence,manuelle,233532,transit,6650,"/Voiture/Ford-Ford-transit-2.2-131ps/vhc:car,pgn:3,pgs:10,dmg:false/pg:vipcar/384525424.html",2006
toyota,essence,manuelle,237000,verso,2650,"/Voiture/Toyota-Toyota-Corolla-Verso-2,2-D-4D/vhc:car,pgn:3,pgs:10,dmg:false/pg:vipcar/384525423.html",2007
bmw,essence,manuelle,170918,verso,20499,"/Voiture/BMW-BMW-E93-325i-335i-Look/vhc:car,pgn:3,pgs:10,dmg:false/pg:vipcar/384525422.html",2007
ford,,manuelle,214000,focus,1670,"/Voiture/Ford-Ford-Focus-1.6-tdci/vhc:car,pgn:11,pgs:10,dmg:false/pg:vipcar/384525337.html",2006
ford,,automatique,215000,focus,4490,"/Voiture/Mercedes-Benz-E-320-CDI-ELEGANCE-LIMOSINE/vhc:car,pgn:11,pgs:10,dmg:false/pg:vipcar/384525335.html",2004
audi,,automatique,120000,a6,24000,"/Voiture/Audi-Audi-a6-2.0-TDI/vhc:car,pgn:11,pgs:10,dmg:false/pg:vipcar/384525334.html",2014
volkswagen,,manuelle,170000,passat,15000,"/Voiture/Volkswagen-Volkswagen-Passat-B8-Highline/vhc:car,pgn:11,pgs:10,dmg:false/pg:vipcar/384525332.html",2015
volkswagen,,manuelle,240865,passat,10600,"/Voiture/Volkswagen-Pasat-cc-R-line/vhc:car,pgn:11,pgs:10,dmg:false/pg:vipcar/384525331.html",2011
volkswagen,,automatique,85500,crafter,32900,"/Voiture/Volkswagen-Volkswagen-Crafter-H2L2,-2,0-TDI/vhc:car,pgn:12,pgs:10,dmg:false/pg:vipcar/384525324.html",2021
peugeot,,manuelle,230000,crafter,2350,"/Voiture/Peugeot-Peugeot-404-1,6-hdi/vhc:car,pgn:12,pgs:10,dmg:false/pg:vipcar/384525322.html",2006
peugeot,,automatique,171000,crafter,42000,"/Voiture/Porsche-Porsche-Panamera-GTS/vhc:car,pgn:12,pgs:10,dmg:false/pg:vipcar/384525321.html",2015
ford,,manuelle,223300,transit,9000,"/Voiture/Ford-Ford-Transit-L3H2-Tausch-m%C3%B6glich/vhc:car,pgn:12,pgs:10,dmg:false/pg:vipcar/384525320.html",2016
ford,,manuelle,57000,transit,2900,"/Voiture/Hyundai-Hyundai-Getz-1.1/vhc:car,pgn:12,pgs:10,dmg:false/pg:vipcar/384525319.html",2009
bmw,,automatique,167000,transit,6500,"/Voiture/BMW-BMW-E60-530d-M-Sport-167000Km-Tuv-bis/vhc:car,pgn:12,pgs:10,dmg:false/pg:vipcar/384525318.html",2005
volkswagen,,manuelle,21682,t-roc,20430,"/Voiture/Volkswagen-T-ROC-1.0-TSI-Life-Digital-Front/vhc:car,pgn:12,pgs:10,dmg:false/pg:vipcar/384525317.html",2023
volkswagen,,automatique,170000,golf,3600,"/Voiture/Volkswagen-Golf-4-1.6-Automatik/vhc:car,pgn:12,pgs:10,dmg:false/pg:vipcar/384525316.html",2003
ford,,manuelle,127000,fiesta,600,"/Voiture/Ford-FORD-FIESTA/vhc:car,pgn:12,pgs:10,dmg:false/pg:vipcar/384525315.html",2001
ford,hybride,automatique,56400,fiesta,29890,"/Voiture/MINI-Cooper-SE-Countryman-All4-Aut.-Pepper/vhc:car,pgn:12,pgs:10,dmg:false/pg:vipcar/384525314.html",2020
