brand,engine_type,gearbox,mileage,model,price,url,year
bmw,diesel,automatique,198550,m3,17000,"/Voiture/BMW-Bmw-320d-m3-Diesel-240ps/vhc:car,pgn:20,pgs:10,dmg:false/pg:vipcar/384529102.html",2013
,essence,automatique,70900,,28900,"/Voiture/Alfa-Romeo-ALFA-ROMEO-Stelvio-2017-Stelvio/vhc:car,pgn:14,pgs:10,dmg:false/pg:vipcar/384529163.html",2017
mercedes,diesel,manuelle,239000,sprinter,23500,"/Voiture/Mercedes-Benz-Mercedes-Benz-Sprinter-319-cdi/vhc:car,pgn:19,pgs:10,dmg:false/pg:vipcar/384529112.html",2015
fiat,diesel,manuelle,75000,fiorino,8590,"/Voiture/Fiat-Fiorino-SX-Kasten-HU-AU-Neu-2.Hand-Klima/vhc:car,pgn:19,pgs:10,dmg:false/pg:vipcar/383462696.html",2011
bmw,essence,automatique,181500,fiorino,7200,"/Voiture/BMW-Verkaufe-BMW-523i/vhc:car,pgn:19,pgs:10,dmg:false/pg:vipcar/384529110.html",2006
bmw,essence,automatique,37254,x3,50480,"/Voiture/BMW-BMW-X3-M-M40i-Hervorragender-Zustand-mit/vhc:car,pgn:16,pgs:10,dmg:false/pg:vipcar/384529133.html",2020
volkswagen,essence,manuelle,59654,astra,18300,"/Voiture/Jeep-JEEP-Renegade-2019-Renegade-1.0-t3/vhc:car,pgn:12,pgs:10,dmg:false/pg:vipcar/384529180.html",2020
volkswagen,essence,manuelle,83000,golf,12950,"/Voiture/Volkswagen-Golf-5-gti/vhc:car,pgn:12,pgs:10,dmg:false/pg:vipcar/384529179.html",2009
renault,essence,manuelle,85726,captur,11900,"/Voiture/Renault-RENAULT-Captur-I-2017-Captur-0.9-tce/vhc:car,pgn:12,pgs:10,dmg:false/pg:vipcar/384529178.html",2018
opel,electrique,automatique,58000,combo,24980,"/Voiture/Hyundai-KONA-Elektro-150kW-PREMIUM-Navi/vhc:car,pgn:18,pgs:10,dmg:false/pg:vipcar/384529118.html",2021
opel,diesel,automatique,308000,sprinter,18700,"/Voiture/Mercedes-Benz-Mercedes-Benz-Sprinter-ehemals/vhc:car,pgn:18,pgs:10,dmg:false/pg:vipcar/384529117.html",2014
volkswagen,diesel,automatique,215000,passat,12000,"/Voiture/Volkswagen-Volkswagen-Passat/vhc:car,pgn:17,pgs:10,dmg:false/pg:vipcar/384529124.html",2015
volkswagen,essence,automatique,36256,passat,28180,"/Voiture/Hyundai-TUCSON-1.6-T-GDI-48V-DCT-Trend-Navi/vhc:car,pgn:17,pgs:10,dmg:false/pg:vipcar/384529123.html",2022
mercedes,essence,manuelle,234000,m3,9500,"/Voiture/Mercedes-Benz-Mercedes-A180-Amg-line/vhc:car,pgn:20,pgs:10,dmg:false/pg:vipcar/384529101.html",2013
toyota,diesel,automatique,329326,,24499,"/Voiture/Toyota-Land-Cruiser-Comfort/vhc:car,pgn:14,pgs:10,dmg:false/pg:vipcar/384529162.html",2014
volkswagen,diesel,manuelle,35000,multivan,41500,"/Voiture/Volkswagen-VW-T6-Multivan-wenig-Kilometer/vhc:car,pgn:19,pgs:10,dmg:false/pg:vipcar/384529109.html",2019
ford,essence,manuelle,174200,kuga,10000,"/Voiture/Ford-Kuga-1,5-EcoBoost-4x2-88kW-Trend-Trend/vhc:car,pgn:19,pgs:10,dmg:false/pg:vipcar/384529108.html",2016
bmw,essence,manuelle,320000,,4850,"/Voiture/BMW-BMW-e36-touring/vhc:car,pgn:21,pgs:10,dmg:false/pg:vipcar/384529089.html",1996
ford,diesel,manuelle,120290,ecosport,11800,"/Voiture/Ford-FORD-EcoSport-2014-EcoSport-1.5-tdci/vhc:car,pgn:12,pgs:10,dmg:false/pg:vipcar/384529176.html",2016
opel,essence,manuelle,37034,astra,16380,"/Voiture/Opel-Astra-1.2-Edition-NAVI-PDC-KAMERA/vhc:car,pgn:12,pgs:10,dmg:false/pg:vipcar/376206026.html",2019
opel,essence,manuelle,40152,sprinter,17990,"/Voiture/Hyundai-KONA-1.0-T-GDI-48V-N-Line-Navi/vhc:car,pgn:18,pgs:10,dmg:false/pg:vipcar/384529116.html",2022
opel,essence,manuelle,41786,sprinter,17990,"/Voiture/Hyundai-KONA-1.0-T-GDI-48V-N-Line-Navi/vhc:car,pgn:18,pgs:10,dmg:false/pg:vipcar/384529115.html",2022
mercedes,essence,automatique,251000,sprinter,6850,"/Voiture/Mercedes-Benz-Mercedes-CLK-320-Cabrio-2.Hand/vhc:car,pgn:18,pgs:10,dmg:false/pg:vipcar/384529114.html",2001
opel,essence,automatique,24102,crossland,18440,"/Voiture/Opel-Crossland-X-1.2-AT-120-Jahre-LED-LENKRAD/vhc:car,pgn:17,pgs:10,dmg:false/pg:vipcar/373950507.html",2020
ford,essence,manuelle,164000,crossland,1000,"/Voiture/Ford-Ford-fiasta/vhc:car,pgn:17,pgs:10,dmg:false/pg:vipcar/384529122.html",2007
